id,author,community,alpha,beta
457,piotr metel_pers/24,16,1.0,0.25
458,piotr nawrocki_pers/23,9,1.0,0.25
459,piotr nowakowski_pers/31,12,1.0,0.25
460,piotr ochlawski_pers/3,13,1.0,0.25
461,piotr pawliczek_pers/9,31,1.0,0.25
462,piotr pegiel_pers/23,9,1.0,0.25
463,piotr wawrykal_pers/2,19,1.0,0.25
464,piotr wiecek_pers/3,13,1.0,0.25
465,piotr wójcik_pers/11,3,1.0,0.25
466,przemyslaw czerwinski_pers/21,23,1.0,0.25
467,przemyslaw dabek_pers/8,18,1.0,0.25
468,przemyslaw majewski_pers/2,19,1.0,0.25
469,r. chrobak_pers/16,21,1.0,0.25
470,radoslaw gembarowski_pers/12,22,1.0,0.25
471,radoslaw maruszewski_pers/21,23,1.0,0.25
472,radoslaw rowicki_pers/11,3,1.0,0.25
473,radoslaw trzcionkowski_pers/6,20,1.0,0.25
474,rafal kluszczynski_pers/22,26,1.0,0.25
475,rafal lichwala_pers/11,3,1.0,0.25
476,rafal orlowski_pers/24,16,1.0,0.25
477,rafal tylman_pers/22,26,1.0,0.25
478,rafal wcislo_pers/16,21,1.0,0.25
479,rahul panday_pers/29,17,1.0,0.25
480,rainer koppler_pers/21,23,1.0,0.25
481,ralf ebner 0001_pers/18,27,1.0,0.25
482,ralph koning_pers/1,14,1.0,0.25
483,ralph müller-pfefferkorn_pers/21,23,1.0,0.25
484,ramin yahyapour_pers/13,10,1.0,0.25
485,ramon doallo_pers/21,23,1.0,0.25
486,raphael sangeda_pers/31,12,1.0,0.25
487,raül sirvent_pers/13,10,1.0,0.25
488,reginald cushing_pers/1,14,1.0,0.25
489,reinhard neumann_pers/21,23,1.0,0.25
490,renata slota_pers/22,26,1.0,0.25
491,renato campo_pers/20,5,1.0,0.25
492,richard knight_pers/1,14,1.0,0.25
493,robert brzoza-woch_pers/23,9,1.0,0.25
494,robert chrzan_pers/18,27,1.0,0.25
495,robert g. belleman_pers/1,14,1.0,0.25
496,robert j. meijer_pers/1,14,1.0,0.25
497,robert marcjan_pers/2,19,1.0,0.25
498,robert pajak_pers/22,26,1.0,0.25
499,robert samborski_pers/10,30,1.0,0.25
500,robert szymacha_pers/31,12,1.0,0.25
501,roberto ruiz_pers/21,23,1.0,0.25
502,roksana rózanska_pers/11,3,1.0,0.25
503,roland wismüller_pers/21,23,1.0,0.25
504,roman debski_pers/2,19,1.0,0.25
505,roman janusz_pers/8,18,1.0,0.25
506,rosa m. badia_pers/13,10,1.0,0.25
507,roy williams_pers/1,14,1.0,0.25
508,rudolf j. strijkers_pers/1,14,1.0,0.25
509,rudolph l. maxwell_pers/1,14,1.0,0.25
510,ryszard gokieli_pers/11,3,1.0,0.25
511,s. m. wang_pers/8,18,1.0,0.25
512,sascha skorupa_pers/1,14,1.0,0.25
513,schahram dustdar_pers/13,10,1.0,0.25
514,sebastian ernst_pers/32,29,1.0,0.25
515,sebastian feduniak_pers/23,9,1.0,0.25
516,sebastian lakomy_pers/2,19,1.0,0.25
517,sebastian wurm_pers/29,17,1.0,0.25
518,sergei gorlatch_pers/13,10,1.0,0.25
519,seyran saeedi_pers/14,0,1.0,0.25
520,shea miller_pers/16,21,1.0,0.25
521,shenyi song_pers/12,22,1.0,0.25
522,shuo m. wang_pers/29,17,1.0,0.25
523,shuxia zhang_pers/12,22,1.0,0.25
524,siegfried benkner_pers/1,14,1.0,0.25
525,siegfried grabner_pers/21,23,1.0,0.25
526,simon meurer_pers/7,4,1.0,0.25
527,simon portegies zwart_pers/31,12,1.0,0.25
528,slawomir goryczka_pers/16,21,1.0,0.25
529,slawomir zielinski_pers/10,30,1.0,0.25
530,spiros koulouzis_pers/1,14,1.0,0.25
531,stan matwin_pers/16,21,1.0,0.25
532,stanislaw ambroszkiewicz_pers/2,19,1.0,0.25
533,stefan j. zasada_pers/31,12,1.0,0.25
534,steven wood_pers/1,14,1.0,0.25
535,stijn imbrechts_pers/31,12,1.0,0.25
536,susheel varma_pers/31,12,1.0,0.25
537,syed naqvi_pers/17,28,1.0,0.25
538,syed wajahat abbas kazmi_pers/24,16,1.0,0.25
539,szymon engel_pers/15,15,1.0,0.25
540,szymon mentel_pers/2,19,1.0,0.25
541,szymon szominski_pers/2,19,1.0,0.25
542,t. harenberg_pers/21,23,1.0,0.25
543,t. kryza_pers/22,26,1.0,0.25
544,t. szymocha_pers/22,26,1.0,0.25
545,tadeusz j. popiela_pers/18,27,1.0,0.25
546,tadeusz szymocha_pers/11,3,1.0,0.25
547,tao jiang_pers/31,12,1.0,0.25
548,taras v. gerya_pers/27,24,1.0,0.25
549,thierry priol_pers/13,10,1.0,0.25
550,thomas bemmerl_pers/21,23,1.0,0.25
551,thomas erlebach_pers/18,27,1.0,0.25
552,thomas fahringer_pers/13,10,1.0,0.25
553,thomas ludwig 0002_pers/21,23,1.0,0.25
554,thomas rüter_pers/13,10,1.0,0.25
555,thomas schaaf_pers/23,9,1.0,0.25
556,thomas william_pers/21,23,1.0,0.25
557,thérèse ouellet_pers/29,17,1.0,0.25
558,timo m. breit_pers/1,14,1.0,0.25
559,tingxing dong_pers/12,22,1.0,0.25
560,tom lenaerts_pers/2,19,1.0,0.25
561,tomasz arodz_pers/16,21,1.0,0.25
562,tomasz bartynski_pers/31,12,1.0,0.25
563,tomasz grabarczyk_pers/3,13,1.0,0.25
564,tomasz grabiec_pers/24,16,1.0,0.25
565,tomasz gubala_pers/31,12,1.0,0.25
566,tomasz jadczyk_pers/31,12,1.0,0.25
567,tomasz kowal_pers/8,18,1.0,0.25
568,tomasz krupa_pers/2,19,1.0,0.25
569,tomasz mikolajczyk_pers/31,12,1.0,0.25
570,tomasz pachana_pers/6,20,1.0,0.25
571,tomasz piontek_pers/31,12,1.0,0.25
572,tomasz rozen_pers/16,21,1.0,0.25
573,tomasz sosnicki_pers/11,3,1.0,0.25
574,tomasz szepieniec_pers/11,3,1.0,0.25
575,tomasz szydlo_pers/23,9,1.0,0.25
576,tomasz wójcik_pers/17,28,1.0,0.25
577,tomir kryza_pers/30,6,1.0,0.25
578,uwe schwiegelshohn_pers/13,10,1.0,0.25
579,vaidy s. sunderam_pers/21,23,1.0,0.25
580,valeria v. krzhizhanovskaya_pers/1,14,1.0,0.25
581,vincent m. wheeler_pers/29,17,1.0,0.25
582,vito baggiolini_pers/8,18,1.0,0.25
583,vladimir getov_pers/13,10,1.0,0.25
584,vladimir janjic_pers/2,19,1.0,0.25
585,vladimir korkhov_pers/1,14,1.0,0.25
586,volker sander_pers/1,14,1.0,0.25
587,w. walter czech_pers/29,17,1.0,0.25
588,w. zdechlikiewicz_pers/11,3,1.0,0.25
589,wadim wojciechowski_pers/18,27,1.0,0.25
590,waldemar ciesla_pers/24,16,1.0,0.25
591,witold alda_pers/16,21,1.0,0.25
592,witold dzwinel_pers/16,21,1.0,0.25
593,wlodzimierz funika_pers/31,12,1.0,0.25
594,wojciech czech_pers/16,21,1.0,0.25
595,wojciech fracz_pers/2,19,1.0,0.25
596,wojciech kruczkowski_pers/33,11,1.0,0.25
597,wojciech mielczarek_pers/27,24,1.0,0.25
598,wojciech owczarz_pers/18,27,1.0,0.25
599,wojciech radwanski_pers/2,19,1.0,0.25
600,wojciech rzasa_pers/21,23,1.0,0.25
601,wojciech turek_pers/2,19,1.0,0.25
602,wojciech w. czech_pers/29,17,1.0,0.25
603,wojciech wislicki_pers/11,3,1.0,0.25
604,wojciech zaborowski_pers/23,9,1.0,0.25
605,wojciech ziajka_pers/11,3,1.0,0.25
606,wolfgang e. nagel_pers/21,23,1.0,0.25
607,wolfgang karl_pers/21,23,1.0,0.25
608,wolfgang walkowiak_pers/21,23,1.0,0.25
609,xi gao_pers/3,13,1.0,0.25
610,xian-he sun_pers/10,30,1.0,0.25
611,xuebin chi_pers/27,24,1.0,0.25
612,yahya bokhari_pers/5,8,1.0,0.25
613,yaolin shi_pers/27,24,1.0,0.25
614,yehuda ben-zion_pers/29,17,1.0,0.25
615,yichen zhou_pers/12,22,1.0,0.25
616,yingchun liu_pers/29,17,1.0,0.25
617,yonghong hu_pers/27,24,1.0,0.25
618,yosandra sandoval_pers/31,12,1.0,0.25
619,yujun sun_pers/29,17,1.0,0.25
620,yuriy kaniovskyi_pers/1,14,1.0,0.25
621,zbigniew kilianski_pers/21,23,1.0,0.25
622,zdzislaw wisniowski_pers/11,3,1.0,0.25
623,zhenyu lu_pers/29,17,1.0,0.25
624,zhiming zhao_pers/1,14,1.0,0.25
625,zofia mosurska_pers/22,26,1.0,0.25
0,a. leszczynski_pers/22,35,1.0,0.30
1,a. v. ozhigin_pers/20,13,1.0,0.30
2,a_key/44,12,1.0,0.30
3,aashish dhungana_pers/4,16,1.0,0.30
4,adam belloum_pers/20,13,1.0,0.30
5,adam bemben_pers/18,0,1.0,0.30
6,adam d. barwell_pers/15,1,1.0,0.30
7,adam padee_pers/11,39,1.0,0.30
8,adam s. z. belloum_pers/14,23,1.0,0.30
9,adianto wibisono_pers/20,13,1.0,0.30
10,adrian f. kacso_pers/5,40,1.0,0.30
11,adrian klusek_pers/22,35,1.0,0.30
12,adrian kosmide_pers/27,24,1.0,0.30
13,adrian ktusek_pers/16,7,1.0,0.30
14,agata kubiczek_pers/16,7,1.0,0.30
15,agnieszka wierzbowska_pers/4,16,1.0,0.30
16,aiyu zhu_pers/19,33,1.0,0.30
17,alejandro f. frangi_pers/25,31,1.0,0.30
18,aleksander byrski_pers/15,1,1.0,0.30
19,aleksander mamla_pers/10,28,1.0,0.30
20,alessia gualandris_pers/24,25,1.0,0.30
21,alexander boukhanovsky_pers/20,13,1.0,0.30
22,alexander kordes_pers/33,41,1.0,0.30
23,alexander l. pyayt_pers/20,13,1.0,0.30
24,alexander quast_pers/18,0,1.0,0.30
25,alexander reinefeld_pers/21,15,1.0,0.30
26,alexander v. boukhanovsky_pers/20,13,1.0,0.30
27,alexandru iosup_pers/14,23,1.0,0.30
28,alfons g. hoekstra_pers/39,36,1.0,0.30
29,alfred geiger_pers/21,15,1.0,0.30
30,alfredo saglimbeni_pers/35,32,1.0,0.30
31,alfredo tirado-ramos_pers/39,36,1.0,0.30
32,allen d. malony_pers/26,42,1.0,0.30
33,andreas hoffmann 0003_pers/18,0,1.0,0.30
34,andreas hofmann_pers/28,3,1.0,0.30
35,andreas hoheisel_pers/14,23,1.0,0.30
36,andreas knüpfer_pers/26,42,1.0,0.30
37,andreas reuter 0001_pers/21,15,1.0,0.30
38,andreas schmidt_pers/30,27,1.0,0.30
39,andrei v. malevsky_pers/31,11,1.0,0.30
40,andrzej broda_pers/3,14,1.0,0.30
41,andrzej czyzewski_pers/11,39,1.0,0.30
42,andrzej eilmes_pers/25,31,1.0,0.30
43,andrzej milenin_pers/11,39,1.0,0.30
44,andrzej olszewski_pers/11,39,1.0,0.30
45,andrzej opalinski_pers/15,1,1.0,0.30
46,andrzej ozieblo_pers/11,39,1.0,0.30
47,andrzej urbanik_pers/8,19,1.0,0.30
48,andrzej zbigniew maksymowicz_pers/35,32,1.0,0.30
49,andrés gómez-tato_pers/28,3,1.0,0.30
50,anne-mieke vandamme_pers/25,31,1.0,0.30
51,anthony sulistio_pers/39,36,1.0,0.30
52,antoni cyz_pers/11,39,1.0,0.30
53,arkadiusz gil_pers/15,1,1.0,0.30
54,arkadiusz janik_pers/12,30,1.0,0.30
55,arkadiusz kuboszek_pers/28,3,1.0,0.30
56,arkadiusz z. dudek_pers/22,35,1.0,0.30
57,arndt bode_pers/26,42,1.0,0.30
58,artur andrzejak_pers/10,28,1.0,0.30
59,artur binczewski_pers/11,39,1.0,0.30
60,b. j. broekhuijsen_pers/20,13,1.0,0.30
61,b. p. gouldby_pers/20,13,1.0,0.30
62,b. podsiadlo-kleinrok_pers/8,19,1.0,0.30
63,b_key/44,12,1.0,0.30
64,bartek palak_pers/11,39,1.0,0.30
65,bartlomiej balcerek_pers/11,39,1.0,0.30
66,bartlomiej labno_pers/8,19,1.0,0.30
67,bartlomiej patrzyk_pers/19,33,1.0,0.30
68,bartosz balis_pers/39,36,1.0,0.30
69,bartosz bosak_pers/39,36,1.0,0.30
70,bartosz kowalczyk_pers/15,1,1.0,0.30
71,bartosz kowalewski_pers/13,20,1.0,0.30
72,bartosz kryza_pers/28,3,1.0,0.30
73,bartosz kwolek_pers/37,43,1.0,0.30
74,bartosz minch_pers/22,35,1.0,0.30
75,bartosz szafran_pers/15,1,1.0,0.30
76,bartosz wilk_pers/39,36,1.0,0.30
77,benjamin j. kadlec_pers/17,4,1.0,0.30
78,benjamin satzger_pers/10,28,1.0,0.30
79,benny sowell_pers/23,17,1.0,0.30
80,bernhard lang_pers/20,13,1.0,0.30
81,bob hertzberger_pers/20,13,1.0,0.30
82,bogna blaszczyk_pers/16,7,1.0,0.30
83,branislav borovac_pers/30,27,1.0,0.30
84,breanndán ó nualláin_pers/25,31,1.0,0.30
85,carles bona-casas_pers/39,36,1.0,0.30
86,cees de laat_pers/20,13,1.0,0.30
87,cees t. a. m. de laat_pers/20,13,1.0,0.30
88,cesar r. s. da silva_pers/23,17,1.0,0.30
89,charles a. boucher_pers/25,31,1.0,0.30
90,chris borckholder_pers/35,32,1.0,0.30
91,christian uebing_pers/30,27,1.0,0.30
92,christof klausecker_pers/26,42,1.0,0.30
93,christoph hellweg_pers/18,0,1.0,0.30
94,christopher brown 0002_pers/15,1,1.0,0.30
95,cinzia cappiello_pers/10,28,1.0,0.30
96,claudia gold_pers/18,0,1.0,0.30
97,clemens harlfinger_pers/18,0,1.0,0.30
98,cécile piret_pers/17,4,1.0,0.30
99,damian kosc_pers/27,24,1.0,0.30
100,dan kigelman_pers/23,17,1.0,0.30
101,daniel harezlak_pers/39,36,1.0,0.30
102,daniel krzywicki_pers/15,1,1.0,0.30
103,daniel lorenz 0001_pers/30,27,1.0,0.30
104,daniel nolte_pers/20,13,1.0,0.30
105,daniel rodríguez_pers/26,42,1.0,0.30
106,dario ruiz lopez_pers/35,32,1.0,0.30
107,dariusz król 0002_pers/39,36,1.0,0.30
108,dariusz tasak_pers/22,35,1.0,0.30
109,dariusz zbik_pers/25,31,1.0,0.30
110,dat t. nguyen_pers/7,38,1.0,0.30
111,david a. sanchez_pers/17,4,1.0,0.30
112,david a. van de vijver_pers/25,31,1.0,0.30
113,david a. yuen_pers/17,4,1.0,0.30
114,david coster_pers/39,36,1.0,0.30
115,david k. kahaner_pers/23,17,1.0,0.30
116,david l. george_pers/19,33,1.0,0.30
117,dawid dworak_pers/10,28,1.0,0.30
118,dawid kurzyniec_pers/22,35,1.0,0.30
119,debbi chen_pers/23,17,1.0,0.30
120,debora testi_pers/25,31,1.0,0.30
121,denis caromel_pers/36,26,1.0,0.30
122,dennis hoppe_pers/39,36,1.0,0.30
123,derek groen_pers/39,36,1.0,0.30
124,derrick kondo_pers/10,28,1.0,0.30
125,dieter kranzlmüller_pers/21,15,1.0,0.30
126,dineke frentz_pers/25,31,1.0,0.30
127,dmitry vasunin_pers/20,13,1.0,0.30
128,dmitry vasyunin_pers/20,13,1.0,0.30
129,domenico talia_pers/21,15,1.0,0.30
130,dominik dziok_pers/26,42,1.0,0.30
131,dominik stoklosa_pers/11,39,1.0,0.30
132,dorota stojda_pers/11,39,1.0,0.30
133,dániel drótos_pers/29,5,1.0,0.30
134,edward nawarecki_pers/15,1,1.0,0.30
135,elzbieta richter-was_pers/14,23,1.0,0.30
136,eric lorenz_pers/39,36,1.0,0.30
137,erik o. d. sevre_pers/17,4,1.0,0.30
138,ernesto coto_pers/25,31,1.0,0.30
139,erwin laure_pers/21,15,1.0,0.30
140,eryk ciepiela_pers/39,36,1.0,0.30
141,evan f. bollig_pers/23,17,1.0,0.30
142,ewa deelman_pers/24,25,1.0,0.30
143,ewa matczynska_pers/28,3,1.0,0.30
144,eyuphan bulut_pers/4,16,1.0,0.30
145,f. i. rusadi_pers/20,13,1.0,0.30
146,fabien dubuffet_pers/34,22,1.0,0.30
147,fabio polticelli_pers/28,3,1.0,0.30
148,fabrizio gagliardi_pers/21,15,1.0,0.30
149,farrukh salim shaikh_pers/2,21,1.0,0.30
150,filip pomanski_pers/27,24,1.0,0.30
151,filip szura_pers/4,16,1.0,0.30
152,francesco nerieri_pers/14,23,1.0,0.30
153,francisco fernandez rivera_pers/37,43,1.0,0.30
154,frank berretz_pers/14,23,1.0,0.30
155,frank dopatka_pers/2,21,1.0,0.30
156,françoise baude_pers/36,26,1.0,0.30
157,g. dick van albada_pers/24,25,1.0,0.30
158,g. s. shirshov_pers/20,13,1.0,0.30
159,ganeshwara herawan hananda putra_pers/20,13,1.0,0.30
160,gerben klaas dirk de vries_pers/10,28,1.0,0.30
161,giovanni minervini_pers/28,3,1.0,0.30
162,giuseppe evangelista_pers/28,3,1.0,0.30
163,gordon erlebacher_pers/23,17,1.0,0.30
164,grady barrett wright_pers/17,4,1.0,0.30
165,grazyna skiba_pers/15,1,1.0,0.30
166,grzegorz dobrowolski_pers/15,1,1.0,0.30
167,grzegorz dyk_pers/39,36,1.0,0.30
168,grzegorz kaplita_pers/33,41,1.0,0.30
169,grzegorz mlynarczyk_pers/42,44,1.0,0.30
170,gábor dózsa_pers/29,5,1.0,0.30
171,hailing liu_pers/17,4,1.0,0.30
172,hamideh afsarmanesh_pers/24,25,1.0,0.30
173,han rauwerda_pers/20,13,1.0,0.30
174,han zhang_pers/32,29,1.0,0.30
175,hans j. w. spoelder_pers/24,25,1.0,0.30
176,hawzhin hozhabr pour_pers/33,41,1.0,0.30
177,hawzhin hozhabrpour_pers/33,41,1.0,0.30
178,henri e. bal_pers/24,25,1.0,0.30
179,henrik eichenhardt_pers/30,27,1.0,0.30
180,henryk palka_pers/11,39,1.0,0.30
181,hiroki senshu_pers/17,4,1.0,0.30
182,hong linh truong 0001_pers/14,23,1.0,0.30
183,huai zhang_pers/16,7,1.0,0.30
184,hubert siejkowski_pers/25,31,1.0,0.30
185,hui lin xing_pers/17,4,1.0,0.30
186,igor wojnicki_pers/32,29,1.0,0.30
187,ilkay altintas_pers/24,25,1.0,0.30
188,ilya i. mokhov_pers/20,13,1.0,0.30
189,irena roterman-konieczna_pers/28,3,1.0,0.30
190,irena roterman_pers/28,3,1.0,0.30
191,j. lhomme_pers/20,13,1.0,0.30
192,j. santoso_pers/24,25,1.0,0.30
193,jacek dajda_pers/15,1,1.0,0.30
194,jacek kitowski_pers/11,39,1.0,0.30
195,jacek moscinski_pers/22,35,1.0,0.30
196,jack j. dongarra_pers/38,37,1.0,0.30
197,jacob unterman_pers/32,29,1.0,0.30
198,jakub andrzejewski_pers/37,43,1.0,0.30
199,jakub bujas_pers/10,28,1.0,0.30
200,jakub dziwisz_pers/14,23,1.0,0.30
201,jakub sendor_pers/28,3,1.0,0.30
202,jakub t. moscicki_pers/14,23,1.0,0.30
203,jakub wach_pers/39,36,1.0,0.30
204,james b. s. g. greensky_pers/17,4,1.0,0.30
205,james j. suter_pers/39,36,1.0,0.30
206,jamie shiers_pers/31,11,1.0,0.30
207,jan blasiak_pers/6,34,1.0,0.30
208,jan dzwinel_pers/15,1,1.0,0.30
209,jan meizner_pers/39,36,1.0,0.30
210,jan pieczykolan_pers/28,3,1.0,0.30
211,jan stypka_pers/15,1,1.0,0.30
212,janusz slawek_pers/41,2,1.0,0.30
213,jarek nabrzyski_pers/42,44,1.0,0.30
214,jaroslaw dabrowski_pers/25,31,1.0,0.30
215,jaroslaw iwaszkiewicz_pers/11,39,1.0,0.30
216,javier rubio-loyola_pers/14,23,1.0,0.30
217,jens volkert_pers/26,42,1.0,0.30
218,jeroen broekhuijsen_pers/25,31,1.0,0.30
219,jerzy wasniewski_pers/37,43,1.0,0.30
220,jessica schmidt_pers/17,4,1.0,0.30
221,jesús labarta_pers/38,37,1.0,0.30
222,jie tao_pers/26,42,1.0,0.30
223,joan serrat 0001_pers/14,23,1.0,0.30
224,joan serrat-fernández_pers/14,23,1.0,0.30
225,joanna kijak_pers/28,3,1.0,0.30
226,joanna kocot_pers/39,36,1.0,0.30
227,joanna patrzyk_pers/19,33,1.0,0.30
228,joanna plazek_pers/22,35,1.0,0.30
229,johann krammer_pers/30,27,1.0,0.30
230,john hughes_pers/15,1,1.0,0.30
231,jonas sala_pers/30,27,1.0,0.30
232,jonathan c. mclane_pers/17,4,1.0,0.30
233,joris borgdorff_pers/39,36,1.0,0.30
234,josu martinez_pers/10,28,1.0,0.30
235,jozef kotus_pers/11,39,1.0,0.30
236,juan arenas_pers/25,31,1.0,0.30
237,juan c. burguillo_pers/15,1,1.0,0.30
238,jörg stiller_pers/34,22,1.0,0.30
239,jörg trinitis_pers/26,42,1.0,0.30
240,k. a. karasavvas_pers/20,13,1.0,0.30
241,k. reeves_pers/30,27,1.0,0.30
242,kamil figiela_pers/39,36,1.0,0.30
243,kamil górka_pers/25,31,1.0,0.30
244,kamil iskra_pers/24,25,1.0,0.30
245,kamil mazurek_pers/20,13,1.0,0.30
246,kamil pietak_pers/15,1,1.0,0.30
247,kamil sterna_pers/18,0,1.0,0.30
248,karol grzegorczyk_pers/21,15,1.0,0.30
249,karol wawrzyniak_pers/11,39,1.0,0.30
250,katarzyna prymula_pers/28,3,1.0,0.30
251,katarzyna rycerz_pers/39,36,1.0,0.30
252,katarzyna zajac 0001_pers/36,26,1.0,0.30
253,kazimierz balos_pers/28,3,1.0,0.30
254,kazimierz wiatr_pers/11,39,1.0,0.30
255,kevin hammond_pers/15,1,1.0,0.30
256,kinga salapa_pers/28,3,1.0,0.30
257,kirk e. jordan_pers/23,17,1.0,0.30
258,klaus ullmann_pers/21,15,1.0,0.30
259,klemens noga_pers/25,31,1.0,0.30
260,konrad gadek_pers/16,7,1.0,0.30
261,konrad jopek_pers/28,3,1.0,0.30
262,kornel skalkowski_pers/28,3,1.0,0.30
263,kristof theys_pers/25,31,1.0,0.30
264,krystian pawlik_pers/37,43,1.0,0.30
265,krzysztof banas_pers/22,35,1.0,0.30
266,krzysztof benedyczak_pers/11,39,1.0,0.30
267,krzysztof borowski_pers/43,18,1.0,0.30
268,krzysztof boryczko_pers/22,35,1.0,0.30
269,krzysztof cetnarowicz_pers/15,1,1.0,0.30
270,krzysztof dzwinel_pers/15,1,1.0,0.30
271,krzysztof guzy_pers/28,3,1.0,0.30
272,krzysztof j. cios_pers/7,38,1.0,0.30
273,krzysztof korcyl_pers/28,3,1.0,0.30
274,krzysztof kurowski_pers/39,36,1.0,0.30
275,krzysztof magiera_pers/4,16,1.0,0.30
276,krzysztof nawrocki_pers/11,39,1.0,0.30
277,krzysztof sowa-pieklo_pers/35,32,1.0,0.30
278,krzysztof sowa_pers/35,32,1.0,0.30
279,krzysztof wilaszek_pers/8,19,1.0,0.30
280,krzysztof wilk_pers/39,36,1.0,0.30
281,krzysztof zielinski_pers/37,43,1.0,0.30
282,kuba rozkwitalski_pers/14,23,1.0,0.30
283,ladislav hluchý_pers/21,15,1.0,0.30
284,lechoslaw trebacz_pers/10,28,1.0,0.30
285,leonardo mariani_pers/10,28,1.0,0.30
286,leszek siwik_pers/15,1,1.0,0.30
287,liang zheng_pers/16,7,1.0,0.30
288,louis o. hertzberger_pers/20,13,1.0,0.30
289,ludovic henrio_pers/36,26,1.0,0.30
290,luis menezes_pers/43,18,1.0,0.30
291,lukas wegmeth_pers/33,41,1.0,0.30
292,lukasz dutka_pers/11,39,1.0,0.30
293,lukasz faber_pers/15,1,1.0,0.30
294,lukasz flis_pers/11,39,1.0,0.30
295,lukasz nocun_pers/10,28,1.0,0.30
296,lukasz rauch_pers/11,39,1.0,0.30
297,lukasz skital_pers/28,3,1.0,0.30
298,m. charley kameyama_pers/17,4,1.0,0.30
299,m. damon_pers/1,9,1.0,0.30
300,m. gajecki_pers/22,35,1.0,0.30
301,m. magdón_pers/35,32,1.0,0.30
302,m. mechtel_pers/30,27,1.0,0.30
303,m. renczynska-wyrobek_pers/8,19,1.0,0.30
304,maciej dudek_pers/28,3,1.0,0.30
305,maciej filocha_pers/11,39,1.0,0.30
306,maciej golenia_pers/22,35,1.0,0.30
307,maciej golik_pers/25,31,1.0,0.30
308,maciej grzegorczyk_pers/28,3,1.0,0.30
309,maciej kuzniar_pers/22,35,1.0,0.30
310,maciej malawski_pers/39,36,1.0,0.30
311,maciej nabozny_pers/11,39,1.0,0.30
312,maciej paszynski_pers/22,35,1.0,0.30
313,maciej pawlik_pers/39,36,1.0,0.30
314,maciej twardy_pers/11,39,1.0,0.30
315,maciej zientarski_pers/38,37,1.0,0.30
316,magda szopa_pers/11,39,1.0,0.30
317,magdalena strzoda_pers/17,4,1.0,0.30
318,malgorzata krakowian_pers/11,39,1.0,0.30
319,malgorzata tomanek_pers/11,39,1.0,0.30
320,malgorzata wielgus_pers/8,19,1.0,0.30
321,malgorzata zabinska_pers/15,1,1.0,0.30
322,marcelina borcz_pers/11,39,1.0,0.30
323,marcin grzegorzek_pers/33,41,1.0,0.30
324,marcin jarzab_pers/37,43,1.0,0.30
325,marcin koch_pers/26,42,1.0,0.30
326,marcin kurdziel_pers/22,35,1.0,0.30
327,marcin los_pers/15,1,1.0,0.30
328,marcin nowak_pers/37,43,1.0,0.30
329,marcin pospieszny_pers/11,39,1.0,0.30
330,marcin radecki_pers/11,39,1.0,0.30
331,marcin smetek_pers/26,42,1.0,0.30
332,marcin stolarek_pers/11,39,1.0,0.30
333,marcin szelc_pers/37,43,1.0,0.30
334,marco danelutto_pers/21,15,1.0,0.30
335,marco nichau_pers/18,0,1.0,0.30
336,marek kasztelnik_pers/39,36,1.0,0.30
337,marek kisiel-dorohinicki_pers/15,1,1.0,0.30
338,marek kochanczyk_pers/28,3,1.0,0.30
339,marek kowalski_pers/11,39,1.0,0.30
340,marek magrys_pers/11,39,1.0,0.30
341,marek piascik_pers/21,15,1.0,0.30
342,marek pogoda_pers/22,35,1.0,0.30
343,marek wieczorek_pers/14,23,1.0,0.30
344,marek zaionc_pers/15,1,1.0,0.30
345,margaret balcerzak_pers/10,28,1.0,0.30
346,maria stanislawa magdon-maksymowicz_pers/10,28,1.0,0.30
347,marian bubak_pers/39,36,1.0,0.30
348,mariusz kope_pers/12,30,1.0,0.30
349,mariusz mamonski_pers/39,36,1.0,0.30
350,mariusz sterzel_pers/11,39,1.0,0.30
351,mariusz witek_pers/11,39,1.0,0.30
352,markus bode_pers/18,0,1.0,0.30
353,markus schmid_pers/10,28,1.0,0.30
354,marlon e. pierce_pers/23,17,1.0,0.30
355,marta panuszewska_pers/22,35,1.0,0.30
356,martin bobák_pers/36,26,1.0,0.30
357,martin g. metzker_pers/14,23,1.0,0.30
358,martin koehler_pers/35,32,1.0,0.30
359,martin schulz 0001_pers/26,42,1.0,0.30
360,massimo lamanna_pers/14,23,1.0,0.30
361,matei ripeanu_pers/14,23,1.0,0.30
362,mateusz banach_pers/28,3,1.0,0.30
363,mateusz godzik_pers/15,1,1.0,0.30
364,mateusz kosibowicz_pers/27,24,1.0,0.30
365,mateusz kupisz_pers/30,27,1.0,0.30
366,mateusz paciorek_pers/15,1,1.0,0.30
367,mateusz paciorekl_pers/16,7,1.0,0.30
368,mateusz piech_pers/15,1,1.0,0.30
369,mateusz starzec_pers/15,1,1.0,0.30
370,matthew g. knepley_pers/16,7,1.0,0.30
371,matthias assel_pers/39,36,1.0,0.30
372,matthieu morel_pers/36,26,1.0,0.30
373,matti heikkurinen_pers/14,23,1.0,0.30
374,mehmet a. nacar_pers/23,17,1.0,0.30
375,mehmet s. aktas_pers/23,17,1.0,0.30
376,michael garbas_pers/18,0,1.0,0.30
377,michael gerndt_pers/26,42,1.0,0.30
378,michael m. resch_pers/21,15,1.0,0.30
379,michael oberhuber_pers/30,27,1.0,0.30
380,michael r. knox_pers/17,4,1.0,0.30
381,michal bluj_pers/11,39,1.0,0.30
